Country,Year,Disease Name,Prevalence Rate (%),Incidence Rate (%),Mortality Rate (%),Age Group,Gender,Healthcare Access (%),Doctors per 1000,Hospital Beds per 1000,Treatment Type,Average Treatment Cost (USD),Availability of Vaccines/Treatment,Recovery Rate (%),DALYs,Improvement in 5 Years (%),Per Capita Income (USD),Education Index,Urbanization Rate (%),Prevalence Category,Disease Category_Bacterial,Disease Category_Cardiovascular,Disease Category_Chronic,Disease Category_Genetic,Disease Category_Infectious,Disease Category_Metabolic,Disease Category_Neurological,Disease Category_Parasitic,Disease Category_Respiratory,Disease Category_Viral
China,2009,Tuberculosis,4.69,5.14,2.27,0-18,2,88.45,3.18,9.54,Medication,38162,No,65.71,143,5.58,38206,0.45,50.12,Low,False,False,False,True,False,False,False,False,False,False
South Africa,2002,Hepatitis,17.36,2.81,7.92,0-18,1,83.52,0.79,5.74,Vaccination,7958,Yes,53.78,4903,2.83,6720,0.67,79.22,Very High,False,False,False,False,False,False,False,False,False,False
France,2012,Cholera,11.27,12.28,5.04,36-60,1,57.88,3.93,8.24,Therapy,21972,No,63.65,4504,2.29,88705,0.81,69.77,High,True,False,False,False,False,False,False,False,False,False
Mexico,2020,Malaria,19.73,10.95,3.4,36-60,2,93.42,1.71,2.59,Vaccination,12587,No,59.16,1442,1.81,79974,0.47,73.85,Very High,False,False,False,False,False,False,True,False,False,False
USA,2019,Ebola,7.27,7.11,9.48,0-18,2,87.68,2.42,4.02,Therapy,28926,No,89.78,3683,5.87,40663,0.74,43.51,Medium,False,False,False,False,False,False,False,False,True,False
Nigeria,2000,Dengue,8.71,10.0,1.03,61+,2,95.7,4.3,8.82,Surgery,21452,No,93.43,4736,0.27,39389,0.73,82.47,Medium,False,False,False,False,False,False,False,False,False,True
Germany,2004,Cholera,15.07,2.41,7.46,36-60,0,75.85,4.86,8.74,Medication,4139,Yes,81.75,3401,4.29,47610,0.48,24.15,Very High,False,False,False,False,False,False,False,False,True,False
Nigeria,2001,Parkinson's Disease,17.85,8.59,3.19,19-35,0,94.92,3.8,8.91,Vaccination,46803,Yes,82.81,4642,5.58,92760,0.84,73.02,Very High,False,False,False,True,False,False,False,False,False,False
Brazil,2010,Cancer,19.12,9.77,2.54,19-35,0,66.42,4.33,5.28,Medication,28909,No,92.59,919,3.16,10840,0.45,50.11,Very High,False,False,False,False,False,True,False,False,False,False
Saudi Arabia,2024,Zika,9.14,12.39,6.48,61+,2,93.15,1.82,8.35,Therapy,14008,Yes,61.22,2736,2.06,56229,0.69,86.23,Medium,False,False,False,False,False,False,False,False,False,True
South Korea,2007,Influenza,18.35,9.19,5.51,19-35,1,92.39,3.59,3.3,Medication,5256,No,54.17,3356,1.24,71910,0.88,46.24,Very High,False,False,False,False,False,False,False,False,False,True
India,2013,Polio,17.76,5.46,6.74,61+,2,83.98,4.72,2.47,Medication,37449,No,75.38,4565,7.65,12972,0.74,85.88,Very High,False,False,False,False,False,False,True,False,False,False
UK,2011,Asthma,6.68,6.81,5.6,19-35,2,72.36,0.86,1.87,Medication,1521,No,93.88,78,4.42,86205,0.54,34.08,Medium,False,True,False,False,False,False,False,False,False,False
Brazil,2006,Dengue,16.39,6.14,2.33,36-60,0,78.37,1.97,0.57,Medication,33124,No,60.58,3409,8.75,94758,0.52,73.04,Very High,False,False,False,False,False,False,True,False,False,False
Germany,2007,Tuberculosis,18.68,4.82,2.46,19-35,1,87.79,2.19,7.8,Therapy,19849,No,54.24,3762,2.3,40785,0.76,47.34,Very High,False,False,False,False,True,False,False,False,False,False
Brazil,2010,Zika,1.59,2.17,6.37,36-60,2,52.35,1.58,7.28,Surgery,47412,No,80.33,2855,4.68,46892,0.48,89.95,Low,False,False,True,False,False,False,False,False,False,False
USA,2020,Leprosy,16.04,12.31,8.69,36-60,1,64.3,0.93,4.63,Surgery,27555,Yes,63.47,504,9.29,19732,0.82,22.13,Very High,False,False,False,False,False,False,False,True,False,False
China,2009,COVID-19,16.07,6.44,0.22,36-60,2,92.55,0.96,5.52,Therapy,22136,No,89.49,1018,9.69,46352,0.52,32.22,Very High,False,True,False,False,False,False,False,False,False,False
USA,2001,Polio,3.09,14.85,4.83,19-35,2,77.95,4.5,6.11,Medication,47947,Yes,82.47,2607,5.55,96854,0.6,61.82,Low,True,False,False,False,False,False,False,False,False,False
Indonesia,2007,Malaria,15.91,7.37,5.01,0-18,2,55.59,4.15,4.68,Medication,2194,Yes,84.65,3962,4.09,55546,0.65,89.56,Very High,False,False,False,False,False,False,True,False,False,False
USA,2013,Malaria,18.42,6.33,9.33,61+,0,90.03,3.16,3.31,Surgery,15579,No,92.8,4535,0.89,60027,0.7,20.48,Very High,False,True,False,False,False,False,False,False,False,False
Saudi Arabia,2023,Hypertension,17.74,4.62,5.8,36-60,0,88.53,1.04,9.31,Medication,18921,Yes,54.39,4360,7.61,82532,0.64,58.3,Very High,False,False,False,True,False,False,False,False,False,False
South Africa,2009,Ebola,10.6,6.5,2.92,36-60,0,92.42,3.64,1.26,Surgery,10855,No,91.57,3049,8.1,31822,0.51,84.48,High,False,False,True,False,False,False,False,False,False,False
South Korea,2024,COVID-19,18.15,1.75,4.55,61+,1,58.92,2.06,8.37,Therapy,18648,No,50.31,3716,4.68,3362,0.63,72.36,Very High,False,False,False,False,False,False,False,False,False,False
Japan,2018,Tuberculosis,12.18,11.35,6.01,61+,2,81.41,1.17,1.48,Therapy,16799,No,93.79,4930,9.05,52054,0.83,57.74,High,False,False,True,False,False,False,False,False,False,False
Saudi Arabia,2023,HIV/AIDS,18.96,6.25,8.22,19-35,1,78.47,2.91,2.05,Medication,36149,No,80.87,2985,0.91,40526,0.51,77.74,Very High,False,False,False,False,True,False,False,False,False,False
Turkey,2024,Malaria,2.73,6.8,3.52,19-35,1,71.48,4.43,1.51,Therapy,12172,No,76.88,3824,9.1,13424,0.67,42.09,Low,False,False,False,False,False,False,False,False,False,True
Turkey,2007,Dengue,5.09,4.7,2.73,36-60,1,97.21,2.0,9.15,Therapy,40496,No,86.1,2046,2.32,35964,0.44,58.35,Medium,True,False,False,False,False,False,False,False,False,False
Australia,2020,Hepatitis,8.09,12.61,6.21,36-60,0,91.88,2.36,0.7,Therapy,42047,Yes,76.87,4010,8.45,43770,0.81,50.05,Medium,False,False,False,False,False,False,False,True,False,False
South Africa,2003,COVID-19,7.15,9.8,2.85,61+,1,53.31,1.38,2.32,Surgery,8104,Yes,91.8,2655,8.55,56677,0.42,78.31,Medium,False,False,False,False,False,False,False,False,False,True
Italy,2007,Tuberculosis,8.53,10.83,9.15,0-18,2,55.02,2.52,2.52,Surgery,42177,Yes,97.65,758,6.54,98563,0.8,81.02,Medium,False,False,False,False,False,False,False,True,False,False
India,2023,Rabies,16.22,10.8,6.81,0-18,2,53.35,3.36,6.85,Medication,7772,No,55.83,1486,6.87,11061,0.64,20.6,Very High,False,False,True,False,False,False,False,False,False,False
South Africa,2016,Hypertension,11.52,2.94,6.18,19-35,1,59.58,3.51,6.6,Therapy,16039,Yes,74.9,4431,3.89,2619,0.88,29.51,High,False,True,False,False,False,False,False,False,False,False
Indonesia,2017,Zika,11.76,3.46,4.69,36-60,0,55.55,1.49,9.91,Surgery,25038,No,57.22,3544,3.75,53300,0.63,59.25,High,False,False,False,False,True,False,False,False,False,False
Brazil,2022,Measles,12.9,3.41,6.17,36-60,1,82.13,1.92,9.78,Therapy,42706,No,63.85,4543,3.94,70985,0.49,58.32,High,False,False,True,False,False,False,False,False,False,False
Saudi Arabia,2014,Hepatitis,5.92,13.43,3.19,36-60,0,75.39,2.58,7.43,Vaccination,43808,No,89.44,2522,4.38,23409,0.9,70.32,Medium,False,False,False,False,False,False,False,False,True,False
Nigeria,2018,Hepatitis,18.07,9.82,3.59,61+,0,99.55,3.0,5.68,Surgery,16041,No,82.82,4389,9.4,53186,0.41,50.02,Very High,False,False,False,False,False,False,False,False,True,False
UK,2023,Leprosy,16.75,7.9,9.91,19-35,2,93.16,4.08,6.02,Vaccination,40116,Yes,65.73,2233,9.37,91357,0.88,81.88,Very High,True,False,False,False,False,False,False,False,False,False
Brazil,2010,COVID-19,6.63,3.05,3.75,36-60,1,87.08,0.88,3.92,Surgery,1352,No,86.1,4332,2.14,80577,0.76,59.62,Medium,True,False,False,False,False,False,False,False,False,False
France,2002,Hepatitis,3.18,5.75,6.42,19-35,1,75.79,4.8,9.22,Surgery,35329,Yes,87.04,4990,1.31,73422,0.71,32.13,Low,False,False,False,False,False,False,False,False,False,False
Germany,2018,Parkinson's Disease,7.58,1.82,1.4,19-35,2,91.98,2.61,0.58,Surgery,19591,No,77.03,3578,4.09,52380,0.56,53.33,Medium,False,False,False,False,True,False,False,False,False,False
Argentina,2024,Dengue,4.08,14.69,9.22,61+,0,60.06,1.25,8.11,Vaccination,44525,No,93.21,4449,7.13,71781,0.57,55.58,Low,False,False,False,False,False,False,False,True,False,False
Canada,2010,Tuberculosis,1.35,6.06,7.12,19-35,0,56.5,3.4,2.06,Medication,5981,No,65.83,2110,8.73,41269,0.8,38.61,Low,False,False,False,False,False,False,False,False,True,False
Brazil,2023,Ebola,10.39,1.06,1.94,36-60,1,56.18,1.29,9.47,Surgery,23717,No,56.99,4481,3.67,14541,0.71,51.31,High,False,False,False,False,False,False,True,False,False,False
South Africa,2017,Rabies,13.15,2.35,4.6,0-18,0,91.28,2.55,4.4,Surgery,16211,No,74.73,2760,4.34,61261,0.75,83.82,High,False,False,False,False,False,False,False,False,False,False
UK,2006,Zika,5.54,5.89,5.14,61+,1,82.63,3.85,5.6,Therapy,10364,Yes,66.55,925,3.38,96543,0.59,88.1,Medium,False,False,False,False,False,False,True,False,False,False
France,2000,Polio,11.92,10.76,3.25,19-35,0,51.29,4.11,4.95,Therapy,47360,Yes,88.74,1086,0.18,59941,0.87,44.24,High,False,False,False,False,False,False,False,False,False,True
Italy,2002,HIV/AIDS,2.84,9.36,9.02,0-18,0,96.24,1.07,7.64,Medication,21608,No,97.11,2815,5.31,4468,0.53,78.77,Low,False,False,False,False,True,False,False,False,False,False
Italy,2008,Zika,2.82,8.51,5.5,61+,0,98.37,3.84,2.85,Surgery,21730,Yes,97.49,300,2.02,69040,0.42,73.54,Low,True,False,False,False,False,False,False,False,False,False
Italy,2017,Rabies,0.83,4.09,1.77,36-60,0,66.78,4.0,0.55,Vaccination,35074,No,65.96,1729,5.06,11889,0.62,60.46,Low,False,False,False,False,False,False,False,False,False,True
Saudi Arabia,2018,Polio,12.37,4.2,4.84,61+,0,50.86,4.05,2.58,Vaccination,37383,Yes,64.84,4612,7.34,10590,0.4,28.07,High,False,False,False,False,False,False,False,True,False,False
Saudi Arabia,2023,Influenza,8.08,4.28,5.23,0-18,0,57.4,2.75,9.52,Therapy,4816,No,79.94,1099,7.99,96103,0.45,79.5,Medium,False,False,False,False,False,False,False,False,True,False
South Africa,2013,Cholera,8.96,11.54,0.92,61+,0,67.38,4.64,3.06,Vaccination,15287,Yes,54.42,787,0.84,81048,0.42,28.57,Medium,False,True,False,False,False,False,False,False,False,False
Japan,2007,Cholera,17.57,13.12,0.66,61+,1,75.39,1.47,5.96,Vaccination,12992,No,55.29,161,1.46,67641,0.62,50.25,Very High,False,False,False,False,False,False,False,False,False,True
Germany,2015,Rabies,13.52,1.02,3.35,61+,2,52.87,1.11,8.08,Medication,16790,No,55.25,3698,9.63,94539,0.77,72.42,High,False,False,True,False,False,False,False,False,False,False
Saudi Arabia,2017,COVID-19,15.1,3.93,2.49,36-60,2,99.47,3.95,3.93,Therapy,20251,No,87.07,4190,7.41,66114,0.67,61.49,Very High,True,False,False,False,False,False,False,False,False,False
Australia,2017,Cholera,6.33,12.84,2.47,36-60,0,67.22,0.73,0.72,Therapy,39219,No,87.03,2658,3.29,30332,0.77,23.65,Medium,False,False,True,False,False,False,False,False,False,False
Canada,2022,COVID-19,16.8,5.43,5.38,0-18,0,76.08,4.54,4.94,Vaccination,7805,Yes,67.53,2956,2.4,2421,0.49,44.3,Very High,False,False,False,False,False,False,True,False,False,False
Russia,2022,Zika,11.16,3.63,3.33,19-35,2,87.76,0.77,5.71,Medication,2660,Yes,82.29,400,7.14,73212,0.61,37.93,High,False,True,False,False,False,False,False,False,False,False
Nigeria,2011,Alzheimer's Disease,3.71,13.42,3.2,19-35,2,53.78,4.02,5.93,Surgery,29766,No,94.87,442,3.41,6837,0.72,87.1,Low,False,False,False,False,False,False,False,False,False,False
Brazil,2003,Malaria,9.75,12.33,2.53,0-18,1,63.07,4.72,8.76,Therapy,20601,No,92.59,630,2.66,82937,0.77,33.31,Medium,False,False,False,False,False,False,True,False,False,False
Saudi Arabia,2013,Zika,11.95,7.46,6.61,36-60,2,83.7,3.36,8.65,Therapy,31765,Yes,76.7,192,9.9,1489,0.64,77.58,High,False,False,False,False,False,False,False,False,False,True
Mexico,2019,Diabetes,2.99,14.45,2.84,0-18,2,62.02,0.87,6.47,Therapy,4540,No,60.06,1856,0.92,82362,0.63,52.25,Low,True,False,False,False,False,False,False,False,False,False
USA,2015,Zika,17.34,10.21,7.2,0-18,2,94.69,3.45,5.31,Vaccination,1436,Yes,57.49,2658,0.35,64423,0.75,51.76,Very High,False,True,False,False,False,False,False,False,False,False
USA,2004,Hypertension,8.73,13.35,5.21,36-60,0,84.44,4.27,7.89,Vaccination,6688,Yes,88.41,1873,1.18,46348,0.59,72.34,Medium,False,False,False,False,False,False,False,False,False,True
Nigeria,2016,Dengue,14.55,0.82,8.94,19-35,1,61.37,0.99,3.23,Medication,3995,No,69.01,4781,0.72,78072,0.8,82.81,High,False,False,False,False,False,False,False,False,True,False
Mexico,2000,Ebola,12.5,0.11,1.68,61+,1,85.7,2.11,6.66,Medication,15064,Yes,63.75,3230,2.12,58458,0.47,83.29,High,False,False,False,False,False,False,False,False,True,False
Japan,2023,Measles,14.89,9.35,3.41,36-60,0,56.24,3.94,6.15,Surgery,15531,Yes,66.63,1232,1.71,55299,0.82,77.73,High,False,False,False,False,False,False,False,False,False,True
USA,2010,Dengue,5.36,10.34,8.04,19-35,0,52.05,2.8,7.47,Vaccination,43019,No,55.89,2296,9.87,7034,0.53,54.58,Medium,False,True,False,False,False,False,False,False,False,False
India,2003,Tuberculosis,9.22,6.69,1.42,19-35,2,94.46,3.22,3.98,Surgery,37372,No,54.93,4084,8.11,70897,0.87,51.6,Medium,False,False,False,True,False,False,False,False,False,False
Brazil,2015,Influenza,8.63,9.0,3.45,19-35,1,96.2,1.91,7.48,Vaccination,31094,No,80.06,4378,8.82,36915,0.76,71.27,Medium,False,False,False,False,False,False,False,True,False,False
China,2016,Influenza,16.45,9.06,3.58,61+,1,65.76,4.82,3.85,Vaccination,38458,Yes,87.38,4825,4.95,51559,0.56,68.77,Very High,True,False,False,False,False,False,False,False,False,False
Turkey,2011,COVID-19,7.09,3.4,5.42,0-18,1,81.96,0.75,4.86,Therapy,37882,No,91.87,2536,9.29,88506,0.89,57.79,Medium,False,False,False,False,False,True,False,False,False,False
India,2016,Asthma,13.91,8.82,7.44,36-60,1,58.69,4.95,6.36,Therapy,45887,No,75.47,2095,7.35,50405,0.5,46.62,High,False,False,False,False,False,False,False,True,False,False
Japan,2016,Tuberculosis,3.0,12.88,5.54,36-60,2,60.91,1.66,5.36,Surgery,19968,No,82.22,898,7.1,53765,0.68,82.44,Low,False,False,False,False,False,False,False,False,True,False
South Korea,2014,Cancer,11.82,4.22,0.58,36-60,2,86.34,2.71,9.33,Medication,24698,No,93.03,4965,4.0,11461,0.66,45.6,High,False,False,False,True,False,False,False,False,False,False
South Korea,2003,COVID-19,13.98,10.09,2.89,61+,0,99.17,1.14,8.28,Vaccination,25533,No,70.31,3991,9.38,88894,0.46,60.09,High,False,False,False,False,True,False,False,False,False,False
Germany,2010,Leprosy,13.34,0.63,2.04,0-18,0,89.2,4.95,6.23,Vaccination,20644,Yes,69.8,1449,4.56,42784,0.78,75.58,High,False,False,False,True,False,False,False,False,False,False
Japan,2007,Asthma,5.84,8.42,8.46,0-18,0,86.33,4.64,1.54,Medication,12354,No,88.67,4478,8.44,56891,0.73,37.72,Medium,False,False,False,False,True,False,False,False,False,False
Germany,2005,Parkinson's Disease,12.2,5.36,9.97,36-60,0,84.61,2.98,1.47,Therapy,1642,No,77.21,2849,1.3,57416,0.74,32.07,High,False,False,False,False,False,False,False,True,False,False
UK,2005,Parkinson's Disease,12.11,10.42,8.76,61+,1,53.95,2.2,8.68,Vaccination,26923,Yes,72.7,4027,1.16,20454,0.74,28.54,High,False,False,False,False,False,True,False,False,False,False
South Korea,2004,Dengue,3.73,13.07,0.26,19-35,1,90.0,2.41,1.63,Vaccination,16594,Yes,88.32,1865,3.09,74995,0.48,89.9,Low,False,False,False,False,False,False,False,False,False,False
USA,2008,Influenza,18.88,14.73,3.5,19-35,1,93.29,1.44,6.75,Surgery,32087,No,77.93,2187,3.07,83753,0.77,87.76,Very High,False,True,False,False,False,False,False,False,False,False
Germany,2020,Cancer,10.71,8.42,1.15,19-35,0,97.45,1.9,3.13,Therapy,8719,Yes,88.55,1660,5.17,28856,0.43,80.55,High,False,False,True,False,False,False,False,False,False,False
Turkey,2013,Diabetes,1.09,10.39,8.03,19-35,0,52.41,1.11,8.81,Vaccination,35711,No,89.4,493,3.1,55824,0.42,31.91,Low,False,False,False,False,False,False,False,False,False,False
Saudi Arabia,2015,Measles,11.68,13.73,0.8,0-18,2,80.62,2.31,2.26,Vaccination,40131,Yes,68.47,3596,7.19,90360,0.73,69.95,High,False,True,False,False,False,False,False,False,False,False
Nigeria,2010,Tuberculosis,11.72,4.35,1.42,0-18,0,82.08,1.48,8.31,Medication,8685,Yes,74.09,2122,1.8,98161,0.76,58.0,High,False,False,False,True,False,False,False,False,False,False
India,2015,Influenza,16.09,0.33,1.82,0-18,1,78.79,4.0,3.31,Surgery,42636,No,63.0,4420,1.44,68607,0.84,79.89,Very High,False,False,False,False,False,True,False,False,False,False
South Korea,2008,Rabies,11.11,9.22,3.21,61+,0,93.91,3.35,2.83,Surgery,46725,Yes,60.42,4199,4.19,7779,0.87,66.5,High,False,False,False,False,False,False,False,False,False,True
UK,2014,Alzheimer's Disease,10.09,10.16,3.89,19-35,0,76.79,3.16,4.52,Vaccination,46657,Yes,70.64,4929,1.93,93646,0.51,27.79,High,False,False,False,False,False,False,False,False,True,False
Australia,2011,Hypertension,12.98,7.98,4.52,36-60,1,82.32,3.7,9.01,Surgery,22477,Yes,76.05,860,2.98,6937,0.55,64.46,High,False,False,False,False,False,False,False,False,False,True
Argentina,2007,Measles,4.54,2.9,3.63,36-60,0,72.93,4.79,4.09,Medication,36923,No,62.44,3516,5.26,64209,0.79,71.55,Low,False,False,False,False,False,False,False,False,False,True
India,2001,Parkinson's Disease,11.13,2.82,6.65,0-18,1,68.24,4.51,5.42,Medication,25647,No,65.8,3754,7.79,36310,0.87,46.55,High,False,False,False,False,False,True,False,False,False,False
Canada,2017,Dengue,13.47,1.71,8.65,36-60,0,86.56,1.37,4.27,Surgery,48954,No,88.57,2453,5.05,3289,0.67,24.2,High,False,False,False,False,False,True,False,False,False,False
UK,2001,Hepatitis,18.91,6.9,8.29,19-35,1,86.35,0.78,5.78,Medication,3425,Yes,69.64,1030,9.66,55250,0.6,81.6,Very High,False,False,False,False,False,False,False,False,False,True
South Africa,2005,Tuberculosis,18.07,3.66,6.7,19-35,0,63.9,2.64,1.18,Vaccination,42588,No,75.93,83,7.17,29411,0.85,22.12,Very High,False,False,False,False,False,False,False,False,False,True
Indonesia,2012,Polio,6.43,3.35,5.69,19-35,1,50.46,1.15,4.31,Vaccination,11342,Yes,61.64,2794,4.56,48884,0.72,37.97,Medium,False,True,False,False,False,False,False,False,False,False
Canada,2016,Cancer,5.54,7.23,3.87,36-60,1,57.52,0.74,2.07,Medication,28139,Yes,83.67,362,8.06,42662,0.55,73.78,Medium,False,False,True,False,False,False,False,False,False,False
Saudi Arabia,2008,Alzheimer's Disease,12.97,3.64,2.33,19-35,2,89.27,1.62,8.72,Surgery,1428,No,91.24,4324,7.84,38820,0.58,72.76,High,False,False,False,False,False,False,False,True,False,False
Turkey,2019,Cancer,4.4,1.45,7.05,0-18,2,84.6,4.0,5.98,Surgery,36651,Yes,70.72,1052,7.45,1689,0.52,73.4,Low,False,True,False,False,False,False,False,False,False,False
Japan,2011,Cholera,4.61,10.76,8.54,61+,1,82.43,3.99,2.24,Surgery,41166,Yes,96.91,171,8.57,91857,0.83,72.04,Low,False,False,True,False,False,False,False,False,False,False
USA,2004,Malaria,15.9,14.81,4.52,61+,1,96.9,0.54,8.38,Medication,47425,No,97.26,4805,6.74,40532,0.77,29.82,Very High,False,False,False,False,True,False,False,False,False,False
UK,2021,Alzheimer's Disease,12.06,10.38,9.67,61+,1,99.18,2.68,1.23,Therapy,8806,No,71.78,3119,7.02,63882,0.8,79.42,High,True,False,False,False,False,False,False,False,False,False
Italy,2017,Zika,16.29,6.32,7.09,19-35,0,95.18,2.19,6.56,Therapy,13979,No,62.36,1925,1.69,73625,0.55,89.18,Very High,False,True,False,False,False,False,False,False,False,False
France,2000,Hypertension,13.46,10.75,3.63,36-60,2,74.81,4.92,0.64,Therapy,32675,Yes,87.97,2492,6.63,99126,0.81,31.05,High,False,False,True,False,False,False,False,False,False,False
China,2004,Hepatitis,7.02,5.57,5.33,19-35,1,73.85,1.1,2.26,Vaccination,25619,No,62.3,3249,9.58,40558,0.44,48.04,Medium,False,False,False,False,True,False,False,False,False,False
China,2022,Zika,17.12,4.84,7.71,36-60,0,98.3,0.87,7.39,Vaccination,43779,Yes,84.34,607,7.43,98415,0.55,37.01,Very High,False,False,False,False,False,True,False,False,False,False
USA,2004,Cancer,8.31,12.68,3.8,0-18,0,69.48,1.06,1.25,Surgery,36241,No,91.47,3834,6.71,46118,0.89,69.81,Medium,False,False,False,False,False,False,False,False,False,True
Indonesia,2012,Dengue,15.44,14.03,9.47,61+,0,78.73,1.95,7.17,Surgery,20668,Yes,60.21,2132,4.54,65021,0.81,33.9,Very High,False,False,False,False,False,False,True,False,False,False
Mexico,2008,Dengue,3.21,9.93,3.15,19-35,2,78.85,0.58,4.91,Therapy,49028,No,92.23,3335,4.82,13343,0.53,74.5,Low,False,False,False,False,False,False,False,True,False,False
Turkey,2019,Rabies,8.71,14.79,6.12,0-18,1,91.18,0.81,6.11,Therapy,32780,Yes,77.92,638,0.28,34946,0.6,39.56,Medium,True,False,False,False,False,False,False,False,False,False
Japan,2018,Measles,9.15,8.93,7.16,19-35,1,59.93,3.93,7.04,Medication,15027,No,71.1,3715,0.16,7202,0.71,64.97,Medium,False,False,False,True,False,False,False,False,False,False
Turkey,2000,Asthma,3.39,14.28,7.99,19-35,2,73.4,0.62,0.51,Medication,14185,Yes,98.25,4083,6.38,12084,0.8,52.07,Low,False,True,False,False,False,False,False,False,False,False
Argentina,2019,Influenza,15.54,5.53,3.21,36-60,1,94.93,4.89,3.94,Vaccination,22514,Yes,90.46,4540,5.1,4490,0.71,62.27,Very High,False,False,False,False,False,False,False,False,False,False
Brazil,2002,Tuberculosis,15.02,8.33,9.24,61+,1,74.97,4.18,2.87,Vaccination,3805,Yes,64.67,2759,2.83,40713,0.71,84.96,Very High,False,True,False,False,False,False,False,False,False,False
Russia,2002,Hepatitis,17.81,0.23,5.33,0-18,1,51.32,4.6,9.69,Therapy,48904,Yes,97.97,632,7.64,44282,0.83,58.14,Very High,False,False,True,False,False,False,False,False,False,False
